866,0,103.2,42689,
943,0,13.7,42689,
862,0,139.2,42689,
6473,0,102,42689,
9265,0,21.3,42689,
10364,0,38.3,42689,
1338,0,160,42689,
3760,0,110.5,42689,
3909,0,58.6,42689,
3818,0,83.4,42689,
3834,0,34.7,42689,
374,0,68.6,42689,
11295,0,31,42689,
9635,0,20.3,42689,
9,0,5.4,42689,
704,0,89.3,42689,
652,0,110.6,42689,
627,0,61.5,42689,
3693,0,2.9,42689,
3007,0,72.7,42689,
1675,0,13.7,42689,
1628,0,20.7,42689,
1637,0,25.9,42689,
1801,0,2.9,42689,
1695,0,50.1,42689,
1750,0,14,42689,
1726,0,110,42689,
2543,0,16.2,42689,
2574,0,39,42689,
3424,0,73.8,42689,
4034,0,23.7,42689,
485,0,249,42689,
576,0,29.6,42689,
2070,0,3,42689,
2087,0,117.3,42689,
2122,0,199,42689,
4055,0,21.1,42689,
3554,0,57.9,42689,
3983,0,53.1,42689,
3510,0,99.3,42689,
1539,0,150.6,42689,
2099,0,220,42689,
2585,0,38,42689,
5065,0,26.2,42689,
2177,0,24.7,42689,
2256,0,12.9,42689,
280,0,19.3,42689,
346,0,62,42689,
2122,0,39285,42689,DONE
1127,0,11.5,42689,
1132,0,146.1,42689,
1966,0,47.9,42689,
1926,0,54.6,42689,
2023,0,15.7,42689,
1972,0,23.7,42689,
3592,0,27.5,42689,
3514,0,13.1,42689,
3487,0,111.9,42689,
793,0,17.5,42689,
813,0,35.5,42689,
772,0,32,42689,
1801,0,18972,42689,DONE
3693,0,3200,42689,DONE
212,0,52.1,42689,
4937,0,44455,42689,DONE
2357,0,30.1,42689,
2378,0,344.8,42689,
2393,0,84.8,42689,
2379,0,55.9,42689,
2425,0,18.5,42689,
2434,0,12.6,42689,
2484,0,117.6,42689,
5270,0,268.5,42689,
5622,0,90.2,42689,
4937,0,6.7,42689,
7753,0,119.6,42689,
9307,0,25.8,42689,
9265,0,25.6,42689,
401,0,34.1,42689,
477,0,13.6,42689,
411,0,42.2,42689,
465,0,44.1,42689,
456,0,50.9,42689,
1276,0,84.3,42689,
4296,0,7.2,42689,
4484,0,70,42689,
4240,0,88,42689,
11265,0,43.9,42689,
11295,0,27.6,42689,
2902,0,7.2,42689,
2925,0,70.4,42689,
2970,0,23.2,42689,
2881,0,65.2,42689,
2884,0,18.5,42689,
2926,0,48.1,42689,
2070,0,7700,42689,DONE
4078,0,2500,42762,DONE
1843,0,3900,42762,DONE
239,0,300,42762,DONE
2714,0,10800,42762,DONE
2378,1,21400,42763,COMPLETED
3302,0,700,42763,DONE
2763,0,33035,42763,DONE
704,1,8900,42763,COMPLETED
3818,1,4200,42763,COMPLETED
2378,0,7077,42764,DONE
1713,0,700,42764,DONE
415,0,400,42764,DONE
1077,0,1000,42764,DONE
4134,0,500,42764,DONE
3513,0,500,42764,DONE
2632,1,6900,42764,COMPLETED
2099,0,30557,42764,DONE
5868,0,10200,42765,DONE
1539,1,13400,42765,COMPLETED
485,1,8100,42765,COMPLETED
485,0,18451,42765,DONE
2574,0,2900,42765,DONE
2484,1,8100,42765,COMPLETED
1695,0,5200,42765,DONE
1805,0,9500,42765,DONE
3007,0,900,42765,DONE
4937,0,8813,42765,DONE
9265,0,37305,42765,DONE
1378,0,1100,42765,DONE
1726,1,3200,42765,COMPLETED
862,1,10700,42765,COMPLETED
2434,0,10600,42765,DONE
2503,0,600,42766,DONE
1132,1,11800,42766,COMPLETED
485,1,25300,42766,COMPLETED
1830,0,11538,42766,DONE
2670,0,24381,42766,DONE
2177,0,5123,42766,COMPLETED
1366,0,7626,42766,DONE
3960,0,4807,42766,COMPLETED
1127,0,23330,42766,DONE
2342,0,3247,42766,COMPLETED
4484,1,8900,42766,COMPLETED
8051,0,26040,42766,COMPLETED
1909,0,3191,42766,COMPLETED
559,0,300,42766,DONE
244,0,3972,42766,COMPLETED
374,0,23041,42766,COMPLETED
1699,0,5224,42766,COMPLETED
2396,0,4203,42766,COMPLETED
1806,0,5029,42766,COMPLETED
764,0,6238,42766,COMPLETED
793,0,3401,42766,COMPLETED
6473,0,42227,42766,DONE
6555,0,300,42766,DONE
2902,0,20213,42766,DONE
2881,0,2700,42766,DONE
11265,0,7618,42766,DONE
346,0,19935,42766,DONE
2429,0,14609,42766,DONE
2433,0,4718,42766,COMPLETED
2242,0,43493,42767,COMPLETED
1144,0,3375,42767,COMPLETED
1134,0,11970,42767,DONE
485,1,1591,42767,DONE
465,0,6800,42767,DONE
461,0,6388,42767,COMPLETED
401,0,12817,42767,DONE
882,0,300,42767,DONE
744,0,400,42767,DONE
197,0,21718,42767,DONE
192,0,5859,42767,COMPLETED
2122,0,7597,42767,DONE
3008,0,6934,42767,COMPLETED
943,0,3217,42767,COMPLETED
3983,0,14626,42767,DONE
3983,1,200,42767,COMPLETED
9265,1,19000,42767,COMPLETED
979,0,17914,42767,DONE
982,0,4550,42767,DONE
3871,0,4356,42767,COMPLETED
2861,0,5915,42767,COMPLETED
5369,0,5643,42767,DONE
1730,0,6689,42767,COMPLETED
652,1,4800,42767,COMPLETED
361,0,23638,42767,DONE
2241,0,11584,42768,DONE
2378,1,9612,42768,DONE
86,0,800,42768,DONE
142,0,4555,42768,COMPLETED
3787,0,20950,42768,DONE
4034,0,5080,42768,DONE
2220,0,6153,42768,COMPLETED
485,1,3572,42768,DONE
435,0,5039,42768,COMPLETED
465,0,12785,42768,COMPLETED
1179,0,4212,42768,COMPLETED
496,0,5404,42768,DONE
411,0,2900,42768,DONE
1843,0,17632,42768,COMPLETED
1844,0,3242,42768,COMPLETED
2330,0,3395,42768,COMPLETED
890,0,10700,42768,DONE
3651,0,5081,42768,COMPLETED
1926,0,3900,42768,DONE
3514,0,3399,42768,COMPLETED
1972,0,5298,42768,COMPLETED
1601,0,4042,42768,COMPLETED
10364,0,14493,42768,DONE
982,0,8200,42768,DONE
1000,0,31348,42768,COMPLETED
2519,0,5544,42768,COMPLETED
9188,0,12710,42768,COMPLETED
3047,0,3474,42768,COMPLETED
1575,0,5448,42768,COMPLETED
627,0,700,42768,DONE
1775,0,6932,42768,COMPLETED
1545,0,200,42769,DONE
830,0,16623,42769,DONE
485,1,7421,42769,DONE
2666,0,600,42769,DONE
4240,0,27666,42769,COMPLETED
3935,0,1000,42769,DONE
396,0,1000,42769,DONE
415,0,13110,42769,DONE
1477,0,3151,42769,COMPLETED
2694,0,700,42769,DONE
1006,0,3737,42769,COMPLETED
1126,0,1100,42769,DONE
3510,1,300,42769,COMPLETED
1276,0,6774,42769,DONE
1276,1,2200,42769,COMPLETED
3734,0,1000,42769,DONE
2393,1,2500,42769,COMPLETED
3007,0,22452,42769,DONE
944,0,16927,42769,DONE
944,0,500,42769,DONE
2453,0,400,42769,DONE
862,0,44333,42769,COMPLETED
11295,0,18347,42769,DONE
3168,0,6303,42769,COMPLETED
2429,0,5100,42769,DONE
925,0,18500,42770,DONE
1019,0,19746,42770,DONE
4596,0,700,42770,DONE
1005,0,34483,42770,COMPLETED
1132,0,48098,42770,COMPLETED
890,0,7041,42770,DONE
2489,0,900,42770,DONE
8051,1,700,42770,COMPLETED
2926,0,10584,42770,DONE
4134,0,9556,42770,DONE
2763,0,31986,42770,DONE
3734,0,4939,42770,DONE
212,0,49590,42770,COMPLETED
1979,0,3021,42770,COMPLETED
1688,0,5439,42770,COMPLETED
2632,0,14264,42770,DONE
2087,1,6500,42770,COMPLETED
3704,0,6242,42770,COMPLETED
3691,0,6540,42770,COMPLETED
2122,1,28500,42770,COMPLETED
2895,0,300,42770,DONE
652,0,13851,42770,DONE
3487,1,3800,42770,COMPLETED
3818,0,17366,42770,DONE
2241,0,8700,42771,DONE
2379,0,5072,42771,DONE
7753,1,12000,42771,COMPLETED
830,0,2100,42771,DONE
456,0,47831,42771,COMPLETED
2647,0,12015,42771,DONE
2647,0,1600,42771,DONE
1830,0,7700,42771,DONE
1944,0,17980,42771,DONE
4240,1,14300,42771,COMPLETED
3302,0,3008,42771,COMPLETED
1965,0,12200,42771,DONE
5622,1,14900,42771,COMPLETED
2555,0,1100,42771,DONE
2555,0,19022,42771,DONE
2694,0,17585,42771,DONE
1006,0,11300,42771,DONE
882,0,11587,42771,DONE
2425,0,8905,42771,DONE
2023,0,23524,42771,DONE
244,0,10100,42771,DONE
374,1,11900,42771,COMPLETED
3592,0,6007,42771,COMPLETED
9188,0,3700,42771,DONE
2884,0,8300,42771,DONE
317,0,800,42771,DONE
317,0,5922,42771,COMPLETED
2379,1,2600,42772,COMPLETED
86,0,3243,42772,COMPLETED
96,0,44221,42772,COMPLETED
1134,0,8200,42772,DONE
2219,0,400,42772,DONE
813,0,12154,42772,COMPLETED
4078,0,23736,42772,DONE
494,0,400,42772,DONE
1750,0,24863,42772,DONE
2925,1,1900,42772,COMPLETED
576,0,6207,42772,COMPLETED
3026,0,20740,42772,DONE
2581,0,500,42772,DONE
1731,0,4758,42772,COMPLETED
2884,0,5810,42772,DONE
697,0,22067,42772,DONE
866,1,8400,42772,COMPLETED
866,0,12644,42772,DONE
627,0,22349,42772,DONE
1678,0,23116,42772,DONE
5891,0,32594,42773,COMPLETED
112,0,200,42773,DONE
1536,0,25609,42773,COMPLETED
813,0,700,42773,DONE
3674,0,1000,42773,DONE
4055,0,20281,42773,DONE
2293,0,6745,42773,COMPLETED
1829,0,7429,42773,DONE
1338,1,2400,42773,COMPLETED
2666,0,2901,42773,COMPLETED
428,0,6614,42773,COMPLETED
395,0,400,42773,DONE
1222,0,6310,42773,COMPLETED
2574,0,14319,42773,DONE
2357,0,6434,42773,COMPLETED
2484,0,14779,42773,DONE
2423,0,5671,42773,COMPLETED
1926,0,4507,42773,DONE
2039,0,300,42773,DONE
2925,0,6446,42773,DONE
3374,0,24784,42773,DONE
704,0,17477,42773,DONE
7401,0,20236,42773,COMPLETED
2,0,20236,42773,COMPLETED
1628,0,4276,42773,COMPLETED
1054,0,9650,42773,DONE
1050,0,25317,42773,COMPLETED
3593,0,15787,42773,DONE
2712,0,400,42773,DONE
2585,0,4200,42773,DONE
3834,0,13875,42773,DONE
346,1,7900,42773,COMPLETED
280,0,12043,42773,DONE
2434,0,4391,42773,DONE
1675,0,4327,42773,COMPLETED
163,0,6698,42774,COMPLETED
112,0,6582,42774,COMPLETED
123,0,200,42774,DONE
477,0,16392,42774,DONE
2676,0,15263,42774,DONE
11013,0,42244,42774,COMPLETED
9640,0,19106,42774,COMPLETED
9640,0,1100,42774,DONE
4296,0,18729,42774,DONE
1493,0,5009,42774,COMPLETED
1481,0,3098,42774,COMPLETED
2763,1,18300,42774,COMPLETED
744,0,5740,42774,COMPLETED
3117,0,5355,42774,COMPLETED
2974,0,1100,42774,DONE
2110,0,3076,42774,COMPLETED
2099,1,27200,42774,COMPLETED
2256,0,4729,42774,COMPLETED
3545,0,20203,42774,DONE
1637,0,5718,42774,COMPLETED
3909,0,24400,42774,DONE
1378,0,24419,42774,DONE
2453,0,3285,42774,COMPLETED
2714,0,1300,42774,DONE
2970,0,9658,42774,DONE
2585,0,14963,42774,DONE
2581,0,19653,42774,DONE
2124,0,21431,42774,DONE
1726,0,13967,42774,DONE
2881,0,6959,42774,DONE
3487,0,15914,42774,DONE
322,0,16646,42774,DONE
2508,0,700,42775,DONE
588,0,1000,42775,DONE
443,0,3058,42775,COMPLETED
1944,0,3000,42775,DONE
411,0,18497,42775,DONE
1966,1,7500,42775,COMPLETED
1966,0,20567,42775,DONE
2543,0,6148,42775,COMPLETED
9635,0,4470,42775,COMPLETED
3760,1,5200,42775,COMPLETED
2489,0,5781,42775,COMPLETED
4484,0,18654,42775,DONE
3513,0,19078,42775,DONE
562,0,1900,42775,DONE
559,0,5672,42775,COMPLETED
7231,0,500,42775,DONE
3108,0,600,42775,DONE
2393,0,10737,42775,DONE
3693,0,15447,42775,DONE
772,0,24009,42775,DONE
2458,0,1100,42775,DONE
5270,0,44749,42775,COMPLETED
5270,1,51700,42775,COMPLETED
5270,1,25300,42775,COMPLETED
2895,0,18146,42775,DONE
2070,0,12138,42775,DONE
485,0,5697,42776,DONE
6701,0,200,42776,DONE
3883,0,500,42776,DONE
4355,0,1400,42776,DONE
3760,0,10539,42776,DONE
2926,1,4900,42776,COMPLETED
222,0,500,42776,DONE
1801,0,3700,42776,DONE
3909,1,13900,42776,COMPLETED
11265,1,800,42776,COMPLETED
2497,0,300,42777,DONE
7753,0,36130,42777,DONE
128,0,1800,42777,DONE
1713,0,700,42777,DONE
11013,1,7000,42777,COMPLETED
3835,0,900,42777,DONE
3554,0,500,42777,DONE
9,0,800,42777,DONE
1801,0,8368,42777,DONE
1372,0,300,42777,DONE
1077,0,1500,42778,DONE
9307,0,16549,42778,DONE
7753,0,7824,42779,DONE
128,0,600,42779,DONE
3424,1,10400,42779,COMPLETED
10364,1,4800,42779,COMPLETED
3883,0,700,42779,DONE
4355,0,1500,42779,DONE
4134,0,40872,42779,DONE
562,0,1900,42779,DONE
539,0,13500,42779,DONE
7445,0,200,42779,DONE
2122,0,22685,42779,DONE
3554,0,900,42779,DONE
3554,1,14900,42779,COMPLETED
979,0,1200,42779,DONE
6034,0,200,42780,DONE
115,0,800,42780,DONE
4034,0,3500,42780,DONE
1189,0,600,42780,DONE
11065,0,1100,42780,DONE
425,0,400,42780,DONE
401,1,5800,42780,COMPLETED
3374,0,1600,42780,DONE
3545,0,1400,42780,DONE
860,0,600,42780,DONE
2527,0,1000,42780,DONE
9883,0,500,42780,DONE
96,1,11500,42781,COMPLETED
1535,0,200,42781,DONE
3675,0,700,42781,DONE
892,0,900,42781,DONE
2762,0,500,42781,DONE
3069,0,400,42781,DONE
3026,0,3300,42781,DONE
1801,0,36574,42781,DONE
3593,0,3900,42781,DONE
3834,1,6700,42781,COMPLETED
128,0,9100,42782,DONE
3787,0,1800,42782,DONE
2651,0,200,42782,DONE
212,1,29700,42782,COMPLETED
2618,0,600,42782,DONE
1054,0,6800,42782,DONE
6555,0,12801,42782,DONE
1019,1,9600,42783,COMPLETED
459,0,3100,42783,DONE
456,1,29400,42783,COMPLETED
5442,0,300,42783,DONE
1787,0,1100,42783,DONE
772,1,12600,42783,COMPLETED
4937,1,16400,42783,COMPLETED
2124,0,2100,42783,DONE
1397,0,700,42783,DONE
11295,1,10700,42783,COMPLETED
322,0,3600,42783,DONE
1536,1,11900,42784,COMPLETED
2676,1,4500,42784,COMPLETED
4355,0,12500,42784,DONE
7231,0,46824,42784,DONE
7231,0,14949,42784,DONE
2970,1,4300,42784,COMPLETED
6555,0,39703,42784,DONE
3785,0,200,42785,DONE
3678,0,800,42785,DONE
623,0,200,42785,DONE
5622,0,43050,42785,DONE
8260,0,200,42785,DONE
3001,0,400,42785,DONE
4937,0,18790,42785,DONE
655,0,1000,42785,DONE
280,1,5100,42785,COMPLETED
2425,1,800,42785,COMPLETED
1678,1,200,42785,COMPLETED
925,0,4200,42786,DONE
4093,0,400,42786,DONE
4055,1,7700,42786,COMPLETED
1332,0,300,42786,DONE
2528,0,1000,42786,DONE
1005,1,5400,42786,COMPLETED
3760,0,24226,42786,DONE
2486,0,38820,42786,DONE
2762,0,30360,42786,DONE
5442,0,7651,42786,DONE
9307,1,1300,42786,COMPLETED
2011,0,900,42786,DONE
1721,0,1100,42786,DONE
5065,1,5000,42786,COMPLETED
697,0,2000,42786,DONE
3260,0,400,42786,DONE
3283,0,300,42787,DONE
6034,0,23851,42787,DONE
5891,1,20200,42787,COMPLETED
3781,0,800,42787,DONE
485,0,49112,42787,DONE
477,1,4400,42787,COMPLETED
6701,0,29082,42787,DONE
5442,0,34681,42787,DONE
7203,0,900,42787,DONE
1050,1,800,42787,COMPLETED
1366,0,5200,42787,DONE
1000,1,19000,42787,COMPLETED
1402,0,400,42787,DONE
2242,1,7600,42788,COMPLETED
6034,0,21847,42788,DONE
1157,0,700,42788,DONE
1750,1,10100,42788,COMPLETED
1065,0,400,42788,DONE
4347,0,700,42788,DONE
2023,1,12200,42788,COMPLETED
3374,0,9047,42788,DONE
1649,0,5500,42788,DONE
562,0,10200,42788,DONE
197,0,700,42788,DONE
3076,0,700,42788,DONE
3586,0,300,42788,DONE
9403,0,600,42788,DONE
1115,0,300,42788,DONE
5369,0,9600,42788,DONE
6473,1,27700,42788,COMPLETED
1874,0,400,42788,DONE
6034,0,15436,42789,DONE
2670,1,10200,42789,COMPLETED
423,0,500,42789,DONE
496,0,9200,42789,DONE
5483,0,1100,42789,DONE
2566,0,4300,42789,DONE
1127,1,14800,42789,COMPLETED
7401,0,3700,42789,DONE
187,0,200,42789,DONE
62,0,1100,42789,DONE
9,0,5800,42789,DONE
2,0,3700,42789,DONE
2099,0,18946,42789,DONE
6555,0,7707,42789,DONE
8330,0,600,42789,DONE
1771,0,500,42789,DONE
1829,0,6700,42790,DONE
4296,1,7700,42790,COMPLETED
2493,0,300,42790,DONE
2486,1,7900,42790,COMPLETED
4134,0,7256,42790,DONE
6425,0,700,42790,DONE
2527,0,27331,42790,DONE
9203,0,10400,42790,DONE
2902,1,8700,42790,COMPLETED
361,0,1600,42790,DONE
5868,0,29849,42791,DONE
3923,0,400,42791,DONE
4355,0,2793,42791,DONE
4484,0,13764,42791,DONE
2245,0,300,42791,DONE
3693,1,5500,42791,COMPLETED
2896,0,400,42791,DONE
2070,1,3700,42791,COMPLETED
982,0,65.6,42792,
1054,0,25.5,42792,
1006,0,47.4,42792,
1019,0,117.6,42792,
1005,0,27.6,42792,
1000,0,135.2,42792,
979,0,37.8,42792,
1050,0,20.6,42792,
2378,1,14.6,42792,COMPLETED
1830,0,59.8,42792,
1829,0,6.1,42792,
1843,0,133.8,42792,
1844,0,15.6,42792,
2666,0,9.4,42792,
2670,0,108,42792,
2676,0,91.2,42792,
2632,0,168,42792,
2694,0,54.1,42792,
2647,0,92.1,42792,
6701,0,23.6,42792,
6555,0,71.5,42792,
5891,0,130.8,42792,
562,0,14.6,42792,
1477,0,13.1,42792,
1536,0,125,42792,
1493,0,21.7,42792,
882,0,35.1,42792,
866,0,166.1,42792,
943,0,16.7,42792,
890,0,87.2,42792,
925,0,21.8,42792,
862,0,294.5,42792,
944,0,56.2,42792,
3674,0,11726,42792,DONE
6473,0,191.6,42792,
6034,0,42.4,42792,
7231,0,75.3,42792,
5868,0,10.8,42792,
9640,0,48.8,42792,
9307,0,23,42792,
9265,0,157.9,42792,
10364,0,100.8,42792,
1366,0,11.1,42792,
1338,0,160,42792,
1378,0,65.2,42792,
4078,1,12700,42792,COMPLETED
485,1,100,42792,COMPLETED
1077,0,5,42792,
1713,0,3,42792,
3760,0,185.5,42792,
3787,0,34.8,42792,
3834,0,99.9,42792,
3909,0,126.6,42792,
3818,0,178.1,42792,
9,0,54,42792,
128,0,18.5,42792,
11295,0,106.8,42792,
374,0,124.6,42792,
9635,0,20.3,42792,
704,0,159.6,42792,
697,0,22.8,42792,
652,0,158.9,42792,
627,0,160.9,42792,
3593,0,32.1,42792,
3674,0,1.7,42792,
3693,0,84.5,42792,
1843,1,8600,42792,COMPLETED
3026,0,39.4,42792,
3007,0,172.4,42792,
4134,0,110.9,42792,
1628,0,20.7,42792,
1675,0,22.6,42792,
1637,0,25.9,42792,
1678,0,24.9,42792,
1750,0,107.7,42792,
1801,0,166.9,42792,
1695,0,50.1,42792,
1726,0,173.5,42792,
2581,0,51.5,42792,
2543,0,30.2,42792,
2555,0,59.5,42792,
2527,0,11.4,42792,
2574,0,110.6,42792,
3424,0,187.8,42792,
4034,0,70.4,42792,
3374,0,52.5,42792,
5369,0,10.8,42792,
3734,0,18.4,42792,
9188,0,48.6,42792,
8051,0,79,42792,
559,0,14.4,42792,
576,0,29.6,42792,
496,0,8.3,42792,
485,0,233.1,42792,
2122,0,279.3,42792,
2070,0,86.2,42792,
2124,0,32.3,42792,
2087,0,141.7,42792,
4484,1,14.6,42792,COMPLETED
4078,0,140.2,42792,
4055,0,110.1,42792,
3554,0,174.4,42792,
3983,0,115.3,42792,
3883,0,2.3,42792,
3510,0,99.3,42792,
2585,0,115.5,42792,
1539,0,234.3,42792,
2099,0,237.1,42792,
5065,0,122.3,42792,
2714,0,37.3,42792,
2241,0,60.6,42792,
2177,0,24.7,42792,
2256,0,22.6,42792,
2242,0,24.3,42792,
239,0,14500,42792,DONE
361,0,10.4,42792,
322,0,28.6,42792,
317,0,2.4,42792,
280,0,84.7,42792,
346,0,123.9,42792,
2099,1,30,42792,COMPLETED
1127,0,111.8,42792,
1132,0,317.2,42792,
1134,0,58.1,42792,
1926,0,98.7,42792,
1966,0,121.2,42792,
1944,0,52.5,42792,
1972,0,23.7,42792,
2023,0,117.7,42792,
3545,0,39.3,42792,
3592,0,27.5,42792,
3487,0,174.8,42792,
3513,0,47.4,42792,
3514,0,16.7,42792,
744,0,15.7,42792,
793,0,17.5,42792,
772,0,115,42792,
830,0,56,42792,
813,0,89.9,42792,
212,0,175.3,42792,
239,0,2,42792,
244,0,44,42792,
197,0,15.6,42792,
4937,0,39348,42792,DONE
2357,0,30.1,42792,
2379,0,89.5,42792,
2378,0,209.4,42792,
2393,0,136.4,42792,
2714,0,7700,42792,DONE
2434,0,61.1,42792,
2486,0,12.5,42792,
2489,0,16.2,42792,
2453,0,9.4,42792,
2425,0,82.9,42792,
2429,0,65.5,42792,
2484,0,169.1,42792,
3302,0,11,42792,
5622,0,272.6,42792,
5442,0,35.4,42792,
5270,0,259.3,42792,
4937,0,203.5,42792,
7753,0,263.8,42792,
9188,0,50.9,42792,
7401,0,13.5,42792,
9265,0,183.5,42792,
9307,0,46.8,42792,
477,0,85.9,42792,
401,0,92,42792,
456,0,183.3,42792,
411,0,130.6,42792,
465,0,122.1,42792,
415,0,43.6,42792,
1276,0,117.4,42792,
2762,0,29,42792,
2763,0,154.9,42792,
112,0,17.3,42792,
86,0,11.4,42792,
96,0,54.6,42792,
4484,0,199.1,42792,
4240,0,157.1,42792,
4296,0,105,42792,
4355,0,22.8,42792,
11265,0,92.4,42792,
11013,0,77.1,42792,
11295,0,37.3,42792,
2,0,13.5,42792,
2926,0,97.2,42792,
2895,0,44.6,42792,
2884,0,68.7,42792,
2970,0,87.6,42792,
2925,0,108.3,42792,
2902,0,105.9,42792,
2881,0,115,42792,
2378,1,13500,42801,COMPLETED
3302,0,10600,42801,DONE
3391,0,300,42801,DONE
1898,0,1000,42801,DONE
704,1,12900,42801,COMPLETED
3367,0,800,42801,DONE
3818,1,14700,42801,COMPLETED
1713,0,11000,42802,DONE
3915,0,300,42802,DONE
415,0,4800,42802,DONE
1077,0,12900,42802,DONE
4134,1,35400,42802,COMPLETED
4134,0,40018,42802,DONE
3513,0,1400,42802,DONE
7231,0,26812,42802,DONE
1780,0,900,42802,DONE
2632,1,9100,42802,COMPLETED
8519,0,1100,42802,DONE
5868,1,7600,42803,COMPLETED
1539,1,10200,42803,COMPLETED
1338,0,26968,42803,DONE
1965,0,8263,42803,DONE
2574,1,6300,42803,COMPLETED
2484,1,8300,42803,COMPLETED
1695,0,500,42803,DONE
1805,0,8700,42803,DONE
3007,1,12300,42803,COMPLETED
3980,0,800,42803,DONE
1378,0,600,42803,DONE
1726,1,11600,42803,COMPLETED
862,1,27900,42803,COMPLETED
2434,0,3300,42803,DONE
2503,0,12900,42804,DONE
1132,1,30800,42804,COMPLETED
485,1,21100,42804,COMPLETED
4350,0,1000,42804,DONE
2762,0,23272,42804,DONE
4484,1,18600,42804,COMPLETED
4937,0,38655,42804,DONE
4937,1,60500,42804,COMPLETED
6555,1,15800,42804,COMPLETED
2881,1,5100,42804,COMPLETED
686,0,1100,42804,DONE
362,0,900,42804,DONE
2503,0,9574,42805,DONE
123,0,4843,42805,COMPLETED
465,1,6100,42805,COMPLETED
1830,0,11538,42805,DONE
2670,0,24381,42805,DONE
3915,0,23131,42805,DONE
494,0,12880,42805,DONE
396,0,23268,42805,DONE
2177,0,5123,42805,COMPLETED
5622,0,41016,42805,DONE
5622,1,29500,42805,COMPLETED
1366,0,7626,42805,DONE
3960,0,4807,42805,COMPLETED
1126,0,4187,42805,DONE
1127,0,23330,42805,DONE
2342,0,3247,42805,COMPLETED
882,0,5600,42805,DONE
8051,0,26040,42805,COMPLETED
1909,0,3191,42805,COMPLETED
244,0,3972,42805,COMPLETED
374,0,23041,42805,COMPLETED
1780,0,24999,42805,DONE
1699,0,5224,42805,COMPLETED
2396,0,4203,42805,COMPLETED
